DipID,AreaNumb,Year,SampDate,SiteVis,SiteDry,NumDips,LarvFnd,TotCnt,AeCnt,AnCnt,CxCnt,VecCnt,Treat,Posttreat,Retreat,LarvDiv
16223,245,2013,6/4/13,1,1,0,0,0,0,0,0,0,0,0,0,0
16438,245,2013,6/17/13,1,0,5,1,3,2,0,1,1,0,0,0,2
16544,245,2013,6/24/13,1,0,2,1,16,3,0,13,13,1,0,0,2
16638,245,2013,7/1/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16797,245,2013,7/15/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16990,245,2013,7/22/13,1,0,2,1,20,20,0,0,0,0,1,0,1
17224,245,2013,7/30/13,1,0,2,1,1,0,0,1,1,0,1,0,1
17474,245,2013,8/5/13,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
17450,245,2013,8/5/13,1,0,2,1,24,16,0,8,8,1,1,1,2
17661,245,2013,8/12/13,1,0,1,1,7,0,0,7,7,1,1,1,1
17854,245,2013,8/19/13,1,1,0,0,0,0,0,0,0,0,1,0,0
18067,245,2013,8/26/13,1,1,0,0,0,0,0,0,0,0,1,0,0
18298,245,2014,5/23/14,1,0,16,1,9,3,0,6,6,0,0,0,2
18474,245,2014,6/3/14,1,0,14,1,3,0,0,3,3,0,0,0,1
18705,245,2014,6/10/14,1,0,5,1,120,0,0,120,120,1,0,0,1
18866,245,2014,6/16/14,1,1,0,0,0,0,0,0,0,0,1,0,0
19051,245,2014,6/24/14,1,0,2,1,151,1,0,150,150,1,1,1,2
19132,245,2014,6/30/14,1,0,3,1,75,70,0,5,5,0,1,0,2
19389,245,2014,7/9/14,1,0,3,1,33,33,0,0,0,0,1,0,2
19632,245,2014,7/15/14,1,0,10,1,20,20,0,0,0,0,1,0,1
19722,245,2014,7/21/14,1,1,0,0,0,0,0,0,0,0,1,0,0
20092,245,2014,7/28/14,1,0,0,0,0,0,0,0,0,0,1,0,0
20245,245,2014,8/4/14,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
20512,245,2014,8/11/14,1,1,0,0,0,0,0,0,0,0,1,0,0
20661,245,2014,8/19/14,1,0,10,1,16,0,0,16,3,0,1,0,2
20829,245,2014,8/28/14,1,0,3,1,41,4,0,37,37,1,1,1,3
20913,245,2014,9/2/14,1,0,10,1,16,16,0,0,0,0,1,0,2
21977,245,2015,6/8/15,1,0,3,1,27,0,0,27,27,1,0,0,1
22025,245,2015,6/15/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22335,245,2015,6/24/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22740,245,2015,7/13/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22973,245,2015,7/20/15,1,0,1,1,22,12,0,10,10,1,1,1,2
23181,245,2015,7/27/15,1,1,0,0,0,0,0,0,0,0,1,0,0
23392,245,2015,8/3/15,1,0,0,0,0,0,0,0,0,0,1,0,0
23594,245,2015,8/10/15,1,0,1,1,74,73,0,1,1,0,1,0,2
24012,245,2015,8/24/15,1,0,1,1,9,9,0,0,0,0,1,0,1
23991,245,2015,8/31/15,1,0,0,0,0,0,0,0,0,0,1,0,0
24154,245,2016,6/2/16,1,1,0,0,0,0,0,0,0,0,0,0,0
24198,245,2016,6/6/16,1,1,0,0,0,0,0,0,0,0,0,0,0
24313,245,2016,6/13/16,1,0,2,1,18,12,0,6,3,0,0,0,3
24490,245,2016,6/22/16,1,1,0,0,0,0,0,0,0,0,0,0,0
24574,245,2016,6/27/16,1,0,6,1,13,10,0,3,3,0,0,0,2
24738,245,2016,7/6/16,1,0,3,1,38,0,0,38,38,1,0,0,2
24836,245,2016,7/11/16,1,0,0,0,0,0,0,0,0,0,1,0,0
25117,245,2016,7/19/16,1,0,3,1,4,3,0,1,1,0,1,0,2
25233,245,2016,7/25/16,1,0,2,1,13,10,0,3,3,0,1,0,3
25433,245,2016,8/1/16,1,0,2,1,49,9,0,40,40,1,1,1,3
25605,245,2016,8/8/16,1,0,0,0,0,0,0,0,0,0,1,0,0
25753,245,2016,8/15/16,1,0,4,1,22,0,0,22,22,1,1,1,1
25918,245,2016,8/22/16,1,0,0,0,0,0,0,0,0,0,1,0,0
26068,245,2016,8/29/16,1,0,6,1,12,4,0,8,8,0,1,0,2
26175,245,2016,9/6/16,1,0,8,1,5,0,2,3,3,0,1,0,2
26231,245,2016,9/12/16,1,0,1,1,50,39,1,10,10,1,1,1,3
26250,245,2016,9/19/16,1,0,0,0,0,0,0,0,0,0,1,0,0
26340,245,2017,5/30/17,1,0,10,1,1,1,0,0,0,0,0,0,1
26470,245,2017,6/5/17,1,1,0,0,0,0,0,0,0,0,0,0,0
26603,245,2017,6/12/17,1,0,10,1,1,1,0,0,0,0,0,0,1
26721,245,2017,6/19/17,1,1,0,0,0,0,0,0,0,0,0,0,0
26878,245,2017,6/26/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27092,245,2017,7/5/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27215,245,2017,7/10/17,1,0,6,1,1,0,0,1,1,0,0,0,1
27350,245,2017,7/17/17,1,0,5,1,51,50,1,0,0,0,0,0,2
27583,245,2017,7/24/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27730,245,2017,7/31/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27925,245,2017,8/7/17,1,1,0,0,0,0,0,0,0,0,0,0,0
28052,245,2017,8/14/17,1,1,0,0,0,0,0,0,0,0,0,0,0
28319,245,2017,8/21/17,1,0,2,1,5,4,1,0,0,0,0,0,3
28503,245,2017,8/28/17,1,0,0,0,0,0,0,0,0,0,0,0,0
28564,245,2017,9/5/17,1,1,0,0,0,0,0,0,0,0,0,0,0
28653,245,2018,5/23/18,1,0,0,0,0,0,0,0,0,0,0,0,0
28678,245,2018,5/31/18,1,0,6,1,29,0,0,29,29,1,0,0,1
28706,245,2018,6/5/18,1,0,0,0,0,0,0,0,0,0,1,0,0
28757,245,2018,6/11/18,1,0,8,1,44,22,0,22,22,1,1,1,2
28858,245,2018,6/18/18,1,0,3,1,18,17,0,1,1,0,1,0,3
29123,245,2018,7/2/18,1,0,10,1,6,3,0,3,3,0,1,0,3
29246,245,2018,7/9/18,1,0,10,1,13,10,0,3,3,0,1,0,2
29592,245,2018,7/18/18,1,1,0,0,0,0,0,0,0,0,1,0,0
29677,245,2018,7/23/18,1,0,10,1,32,0,4,28,28,1,1,1,3
30041,245,2018,8/6/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30214,245,2018,8/13/18,1,0,10,1,7,0,0,7,7,0,1,0,2
30392,245,2018,8/20/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30555,245,2018,8/28/18,1,0,10,1,24,1,1,22,22,0,1,0,3
30586,245,2018,9/4/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30669,245,2018,9/11/18,1,0,10,1,5,0,0,5,5,0,1,0,1
46,247,2007,5/24/07,1,0,3,1,15,0,0,15,15,1,0,0,1
636,247,2007,6/8/07,1,0,3,1,30,0,0,30,30,1,1,1,1
769,247,2007,6/12/07,1,0,3,1,100,0,0,100,100,1,1,1,1
599,247,2007,6/20/07,1,0,3,1,35,0,0,35,35,1,1,1,1
853,247,2007,6/25/07,1,0,0,0,0,0,0,0,0,0,1,0,0
892,247,2007,6/29/07,1,0,0,0,0,0,0,0,0,0,1,0,0
905,247,2007,6/29/07,1,0,0,0,0,0,0,0,0,0,1,0,0
1045,247,2007,7/16/07,1,0,3,1,6,0,0,6,6,0,1,0,2
1306,247,2007,7/26/07,1,0,0,0,0,0,0,0,0,0,1,0,0
1323,247,2007,7/30/07,1,0,3,1,60,0,0,60,60,1,1,1,1
1598,247,2007,8/13/07,1,0,3,1,35,0,0,35,35,1,1,1,2
2037,247,2007,9/7/07,1,0,2,1,25,0,0,25,25,1,1,1,1
2337,247,2007,9/21/07,1,0,0,0,0,0,0,0,0,0,1,0,0
2435,247,2008,5/16/08,1,0,5,1,1,0,0,1,1,0,0,0,1
3105,247,2008,6/10/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3250,247,2008,6/16/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3440,247,2008,6/23/08,1,0,5,1,407,0,0,407,407,1,0,0,1
3611,247,2008,6/30/08,1,0,0,0,0,0,0,0,0,0,1,0,0
3948,247,2008,7/7/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4187,247,2008,7/14/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4415,247,2008,7/21/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4595,247,2008,7/30/08,1,0,3,1,6,0,0,6,6,0,1,0,1
4661,247,2008,8/4/08,1,0,3,1,303,0,0,303,303,1,1,1,2
4848,247,2008,8/11/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4968,247,2008,8/18/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5130,247,2008,8/25/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5290,247,2008,9/2/08,1,0,3,1,40,40,0,0,0,0,1,0,1
5366,247,2008,9/8/08,1,0,3,1,150,0,0,150,150,1,1,1,1
5428,247,2008,9/15/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5471,247,2008,9/22/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5672,247,2009,5/28/09,1,0,10,1,15,0,0,15,15,0,0,0,2
5707,247,2009,6/8/09,1,0,10,1,4,0,0,4,4,0,0,0,1
6027,247,2009,6/18/09,1,0,5,1,103,0,0,103,103,1,0,0,1
6128,247,2009,6/25/09,1,0,5,1,102,0,0,102,102,1,1,1,1
6145,247,2009,6/29/09,1,0,7,1,40,21,0,19,19,1,1,1,2
6263,247,2009,7/1/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6474,247,2009,7/9/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6663,247,2009,7/16/09,1,0,5,1,152,0,0,152,152,1,1,1,1
6672,247,2009,7/20/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6849,247,2009,7/23/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7112,247,2009,7/29/09,1,0,5,1,1,1,0,0,0,0,1,0,1
7620,247,2009,8/21/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7643,247,2009,8/28/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7761,247,2010,5/26/10,1,0,9,1,58,0,0,58,58,1,0,0,1
7810,247,2010,6/1/10,1,0,3,1,27,0,0,27,27,1,1,1,1
7944,247,2010,6/7/10,1,0,10,1,53,3,0,50,50,1,1,1,3
8089,247,2010,6/14/10,1,0,0,0,0,0,0,0,0,0,1,0,0
8155,247,2010,6/16/10,1,0,7,1,38,0,0,38,38,1,1,1,2
8261,247,2010,6/21/10,1,0,0,0,0,0,0,0,0,0,1,0,0
8481,247,2010,6/30/10,1,0,8,1,294,37,0,257,257,1,1,1,3
8557,247,2010,7/6/10,1,0,8,1,10,8,0,2,2,0,1,0,2
8736,247,2010,7/14/10,1,0,4,1,841,0,0,841,841,1,1,1,2
8822,247,2010,7/19/10,1,0,10,1,10,9,1,0,0,0,1,0,3
9200,247,2010,7/28/10,1,0,3,1,118,21,0,97,97,1,1,1,3
9272,247,2010,8/2/10,1,0,10,1,19,18,1,0,0,0,1,0,3
9548,247,2010,8/11/10,1,0,5,1,443,15,0,428,428,1,1,1,3
9669,247,2010,8/16/10,1,0,4,1,74,0,0,74,74,1,1,1,2
9862,247,2010,8/23/10,1,0,3,1,55,0,2,53,53,1,1,1,3
10039,247,2010,8/30/10,1,0,6,1,2,0,0,2,2,0,1,0,2
10251,247,2011,5/24/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10441,247,2011,6/7/11,1,1,0,0,0,0,0,0,0,0,0,0,0
10492,247,2011,6/13/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10590,247,2011,6/20/11,1,0,0,0,0,0,0,0,0,0,0,0,0
11769,247,2011,6/23/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10945,247,2011,6/27/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10824,247,2011,7/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10811,247,2011,7/11/11,1,1,0,0,0,0,0,0,0,0,0,0,0
10956,247,2011,7/18/11,1,0,0,0,0,0,0,0,0,0,0,0,0
11250,247,2011,7/25/11,1,0,0,0,0,0,0,0,0,0,0,0,0
11534,247,2011,8/1/11,1,0,0,0,0,0,0,0,0,0,0,0,0
11674,247,2011,8/8/11,1,0,0,0,0,0,0,0,0,0,0,0,0
11768,247,2011,8/16/11,1,0,0,0,0,0,0,0,0,0,0,0,0
13532,247,2011,8/22/11,1,1,0,0,0,0,0,0,0,0,0,0,0
13540,247,2011,9/6/11,1,1,0,0,0,0,0,0,0,0,0,0,0
13694,247,2012,5/30/12,1,0,8,1,19,0,0,19,19,0,0,0,1
13785,247,2012,6/5/12,1,0,5,1,2,0,0,2,2,0,0,0,1
13959,247,2012,6/12/12,1,0,3,1,35,0,0,35,35,1,0,0,1
14052,247,2012,6/18/12,1,0,0,0,0,0,0,0,0,0,1,0,0
14254,247,2012,6/25/12,1,0,0,0,0,0,0,0,0,0,1,0,0
14466,247,2012,6/29/12,1,1,0,0,0,0,0,0,0,0,1,0,0
14484,247,2012,7/2/12,1,1,0,0,0,0,0,0,0,0,1,0,0
14713,247,2012,7/9/12,1,1,0,0,0,0,0,0,0,0,1,0,0
14923,247,2012,7/16/12,1,1,0,0,0,0,0,0,0,0,1,0,0
15131,247,2012,7/23/12,1,1,0,0,0,0,0,0,0,0,1,0,0
15371,247,2012,7/30/12,1,0,0,0,0,0,0,0,0,0,1,0,0
15626,247,2012,8/6/12,1,0,3,1,2,0,0,2,2,0,1,0,1
15758,247,2012,8/13/12,1,0,3,1,5,0,0,5,NA,NA,NA,NA,1
15908,247,2012,8/20/12,1,1,0,0,0,0,0,0,0,0,1,0,0
16098,247,2012,8/27/12,1,0,5,1,1,0,0,1,1,0,1,0,1
16217,247,2013,6/4/13,1,0,3,1,21,0,0,21,21,1,0,0,1
16341,247,2013,6/10/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16437,247,2013,6/17/13,1,0,6,1,115,0,0,115,115,1,1,1,1
16543,247,2013,6/24/13,1,0,5,1,43,21,0,22,22,1,1,1,2
16637,247,2013,7/1/13,1,0,4,1,2,2,0,0,0,0,1,0,1
16796,247,2013,7/15/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16989,247,2013,7/22/13,1,0,2,1,40,40,0,0,0,0,1,0,1
17223,247,2013,7/30/13,1,0,0,0,0,0,0,0,0,0,1,0,0
17473,247,2013,8/5/13,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
17449,247,2013,8/5/13,1,0,3,1,45,0,0,45,45,1,1,1,1
17660,247,2013,8/12/13,1,0,1,1,40,0,0,40,40,1,1,1,1
17853,247,2013,8/19/13,1,0,3,1,1,0,1,0,0,0,1,0,1
18066,247,2013,8/26/13,1,0,3,1,34,0,0,34,34,1,1,1,1
18241,247,2013,9/3/13,1,0,0,0,0,0,0,0,0,0,1,0,0
18299,247,2014,5/23/14,1,0,0,0,0,0,0,0,0,0,0,0,0
18473,247,2014,6/3/14,1,0,15,1,34,0,0,34,34,0,0,0,1
18707,247,2014,6/10/14,1,0,2,1,300,0,0,300,300,1,0,0,1
18865,247,2014,6/16/14,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19050,247,2014,6/24/14,1,0,10,1,32,1,0,31,31,1,1,1,2
19131,247,2014,6/30/14,1,0,0,0,0,0,0,0,0,0,1,0,0
19388,247,2014,7/9/14,1,0,15,1,24,0,0,24,24,0,1,0,1
19631,247,2014,7/15/14,1,0,1,1,115,0,0,115,115,1,1,1,1
19721,247,2014,7/21/14,1,0,0,0,0,0,0,0,0,0,1,0,0
20093,247,2014,7/28/14,1,0,15,1,5,0,0,5,5,0,1,0,1
20244,247,2014,8/4/14,1,0,9,1,56,50,0,6,6,0,1,0,2
20511,247,2014,8/11/14,1,0,10,1,75,0,0,75,75,1,1,1,1
20660,247,2014,8/19/14,1,0,5,1,45,0,0,45,45,1,1,1,1
20851,247,2014,8/25/14,1,0,0,0,0,0,0,0,0,0,1,0,0
20828,247,2014,8/28/14,1,0,0,0,0,0,0,0,0,0,1,0,0
20912,247,2014,9/2/14,1,0,10,1,3,0,0,3,3,0,1,0,2
21776,247,2015,5/28/15,1,0,10,1,19,0,0,19,19,0,0,0,1
21976,247,2015,6/8/15,1,0,4,1,151,4,0,147,147,1,0,0,2
22024,247,2015,6/15/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22334,247,2015,6/24/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22531,247,2015,7/7/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22739,247,2015,7/13/15,1,0,0,0,0,0,0,0,0,0,1,0,0
22972,247,2015,7/20/15,1,0,1,1,14,5,0,9,9,1,1,1,2
23180,247,2015,7/27/15,1,0,0,0,0,0,0,0,0,0,1,0,0
23391,247,2015,8/3/15,1,0,1,1,166,0,0,166,166,1,1,1,1
23593,247,2015,8/10/15,1,0,2,1,99,81,0,18,18,1,1,1,2
24011,247,2015,8/24/15,1,0,1,1,8,0,0,8,8,1,1,1,1
23990,247,2015,8/31/15,1,0,0,0,0,0,0,0,0,0,1,0,0
24155,247,2016,6/2/16,1,0,3,1,22,0,0,22,22,1,0,0,1
24194,247,2016,6/6/16,1,0,3,1,55,0,0,55,55,1,1,1,1
24312,247,2016,6/13/16,1,0,2,1,64,0,0,64,52,1,1,1,2
24420,247,2016,6/20/16,1,0,7,1,0,0,0,0,0,0,1,0,0
24573,247,2016,6/27/16,1,0,7,1,9,0,0,9,9,0,1,0,1
24737,247,2016,7/6/16,1,0,2,1,38,0,0,38,38,1,1,1,2
24835,247,2016,7/11/16,1,0,0,0,0,0,0,0,0,0,1,0,0
25116,247,2016,7/19/16,1,0,4,1,4,2,0,2,2,0,1,0,3
25234,247,2016,7/25/16,1,0,7,1,3,0,0,3,3,0,1,0,1
25432,247,2016,8/1/16,1,0,6,1,7,0,0,7,7,0,1,0,2
25604,247,2016,8/8/16,1,0,4,1,57,0,0,57,57,1,1,1,2
25752,247,2016,8/15/16,1,0,0,0,0,0,0,0,0,0,1,0,0
25917,247,2016,8/22/16,1,0,4,1,58,0,0,58,58,1,1,1,2
26067,247,2016,8/29/16,1,0,7,1,2,0,0,2,2,0,1,0,1
26176,247,2016,9/6/16,1,0,2,1,84,0,0,84,84,1,1,1,2
26249,247,2016,9/19/16,1,0,0,0,0,0,0,0,0,0,1,0,0
26339,247,2017,5/30/17,1,0,10,1,24,0,0,24,24,0,0,0,1
26469,247,2017,6/5/17,1,0,6,1,70,0,0,70,70,1,0,0,1
26602,247,2017,6/12/17,1,0,10,1,1,0,0,1,1,0,1,0,1
26720,247,2017,6/19/17,1,0,10,1,16,0,0,16,16,0,1,0,2
26877,247,2017,6/26/17,1,0,10,1,45,0,0,45,45,1,1,1,2
27091,247,2017,7/5/17,1,0,0,0,0,0,0,0,0,0,1,0,0
27213,247,2017,7/10/17,1,0,0,0,0,0,0,0,0,0,1,0,0
27349,247,2017,7/17/17,1,0,10,1,21,0,0,21,21,0,1,0,2
27582,247,2017,7/24/17,1,0,10,1,3,0,0,3,2,0,1,0,2
27728,247,2017,7/31/17,1,0,5,1,150,0,0,150,150,1,1,1,2
27924,247,2017,8/7/17,1,0,0,0,0,0,0,0,0,0,1,0,0
28051,247,2017,8/14/17,1,0,0,0,0,0,0,0,0,0,1,0,0
28318,247,2017,8/21/17,1,0,5,1,100,0,0,100,50,1,1,1,3
28502,247,2017,8/28/17,1,0,0,0,0,0,0,0,0,0,1,0,0
28563,247,2017,9/5/17,1,0,10,1,2,1,0,1,1,0,1,0,2
28652,247,2018,5/23/18,1,0,0,0,0,0,0,0,0,0,0,0,0
28679,247,2018,5/31/18,1,0,5,1,18,5,0,13,13,1,0,0,2
28707,247,2018,6/5/18,1,0,10,1,30,0,0,30,30,1,1,1,1
28758,247,2018,6/11/18,1,0,0,0,0,0,0,0,0,0,1,0,0
28859,247,2018,6/18/18,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
29124,247,2018,7/2/18,1,0,10,1,22,0,0,22,22,0,1,0,2
29245,247,2018,7/9/18,1,0,5,1,63,0,0,63,63,1,1,1,2
29676,247,2018,7/23/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30040,247,2018,8/6/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30215,247,2018,8/13/18,1,0,3,1,32,0,0,32,32,1,1,1,1
30391,247,2018,8/20/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30556,247,2018,8/28/18,1,0,10,1,88,0,6,82,82,1,1,1,4
30585,247,2018,9/4/18,1,0,0,0,0,0,0,0,0,0,1,0,0
30668,247,2018,9/11/18,1,0,5,1,24,0,0,24,24,1,1,1,2
30752,247,2018,9/17/18,1,0,0,0,0,0,0,0,0,0,1,0,0
499,249,2007,6/15/07,1,0,2,1,30,0,0,30,NA,NA,NA,NA,1
1515,249,2007,8/7/07,1,0,0,0,0,0,0,0,0,0,0,0,0
1736,249,2007,8/23/07,1,0,0,0,0,0,0,0,0,0,0,0,0
2174,249,2007,9/14/07,1,0,0,0,0,0,0,0,0,0,0,0,0
2629,249,2008,5/16/08,1,0,0,0,0,0,0,0,0,0,0,0,0
2975,249,2008,5/30/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3001,249,2008,6/2/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3059,249,2008,6/9/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3284,249,2008,6/17/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3449,249,2008,6/23/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3623,249,2008,6/30/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4209,249,2008,7/14/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4424,249,2008,7/21/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4603,249,2008,7/30/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4650,249,2008,8/4/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4863,249,2008,8/12/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4980,249,2008,8/19/08,1,0,0,0,0,0,0,0,0,0,0,0,0
5166,249,2008,8/25/08,1,0,3,1,62,0,0,62,62,1,0,0,1
5298,249,2008,9/2/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5364,249,2008,9/8/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5439,249,2008,9/15/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5482,249,2008,9/22/08,1,1,0,0,0,0,0,0,0,0,1,0,0
5673,249,2009,5/28/09,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
5711,249,2009,6/8/09,1,0,0,0,0,0,0,0,0,0,0,0,0
6007,249,2009,6/18/09,1,1,0,0,0,0,0,0,0,0,0,0,0
6124,249,2009,6/25/09,1,1,0,0,0,0,0,0,0,0,0,0,0
6259,249,2009,7/1/09,1,1,0,0,0,0,0,0,0,0,0,0,0
6470,249,2009,7/9/09,1,1,0,0,0,0,0,0,0,0,0,0,0
6842,249,2009,7/16/09,1,1,0,0,0,0,0,0,0,0,0,0,0
6843,249,2009,7/23/09,1,0,0,0,0,0,0,0,0,0,0,0,0
7108,249,2009,7/29/09,1,0,0,0,0,0,0,0,0,0,0,0,0
7616,249,2009,8/21/09,1,0,0,0,0,0,0,0,0,0,0,0,0
7639,249,2009,8/28/09,1,0,0,0,0,0,0,0,0,0,0,0,0
7754,249,2010,5/26/10,1,0,0,0,0,0,0,0,0,0,0,0,0
7857,249,2010,6/2/10,1,0,15,1,17,0,0,17,17,0,0,0,2
7980,249,2010,6/10/10,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
8082,249,2010,6/14/10,1,0,11,1,1,0,0,1,NA,NA,NA,NA,1
8249,249,2010,6/21/10,1,0,10,1,11,0,0,11,11,0,0,0,2
8455,249,2010,6/28/10,1,0,12,1,1,0,0,1,1,0,0,0,1
8565,249,2010,7/6/10,1,0,8,1,6,0,0,6,NA,NA,NA,NA,1
8676,249,2010,7/12/10,1,0,12,1,24,0,0,24,1,0,0,0,2
8833,249,2010,7/20/10,1,0,12,1,7,0,0,7,NA,NA,NA,NA,1
9038,249,2010,7/27/10,1,0,4,1,57,2,0,55,55,1,0,0,3
9290,249,2010,8/2/10,1,0,0,0,0,0,0,0,0,0,1,0,0
9515,249,2010,8/9/10,1,0,10,1,7,0,0,7,3,0,1,0,2
9695,249,2010,8/17/10,1,0,4,1,27,0,0,27,27,1,1,1,3
9872,249,2010,8/23/10,1,0,9,1,6,1,0,0,0,0,1,0,2
10093,249,2010,8/31/10,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
10257,249,2011,5/24/11,1,0,4,1,2,0,0,2,2,0,0,0,1
10436,249,2011,6/7/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10499,249,2011,6/13/11,1,0,10,1,3,0,0,3,3,0,0,0,1
10582,249,2011,6/20/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10651,249,2011,6/27/11,1,0,5,1,62,0,0,62,62,1,0,0,2
10781,249,2011,7/5/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10807,249,2011,7/11/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10960,249,2011,7/18/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11204,249,2011,7/25/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11236,249,2011,7/25/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11539,249,2011,8/1/11,1,1,0,0,0,0,0,0,0,0,1,0,0
11705,249,2011,8/8/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11780,249,2011,8/16/11,1,0,5,1,54,0,0,54,54,1,1,1,2
13548,249,2011,9/6/11,1,0,0,0,0,0,0,0,0,0,1,0,0
13669,249,2012,5/29/12,1,0,15,1,1,0,0,1,1,0,0,0,1
13776,249,2012,6/4/12,1,0,0,0,0,0,0,0,0,0,0,0,0
13927,249,2012,6/11/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14057,249,2012,6/18/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14263,249,2012,6/25/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14493,249,2012,7/2/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14718,249,2012,7/9/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14932,249,2012,7/16/12,1,0,0,0,0,0,0,0,0,0,0,0,0
15139,249,2012,7/23/12,1,0,0,0,0,0,0,0,0,0,0,0,0
15362,249,2012,7/30/12,1,0,0,0,0,0,0,0,0,0,0,0,0
15617,249,2012,8/6/12,1,0,0,0,0,0,0,0,0,0,0,0,0
15749,249,2012,8/13/12,1,0,0,0,0,0,0,0,0,0,0,0,0
15916,249,2012,8/20/12,1,0,0,0,0,0,0,0,0,0,0,0,0
16115,249,2012,8/27/12,1,0,0,0,0,0,0,0,0,0,0,0,0
16280,249,2013,6/3/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16337,249,2013,6/10/13,1,0,4,1,133,0,0,133,133,1,0,0,1
16429,249,2013,6/17/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16538,249,2013,6/24/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16647,249,2013,7/1/13,1,0,2,1,70,0,0,70,70,1,1,1,1
16791,249,2013,7/15/13,1,0,0,0,0,0,0,0,0,0,1,0,0
16976,249,2013,7/22/13,1,0,0,0,0,0,0,0,0,0,1,0,0
17215,249,2013,7/30/13,1,0,0,0,0,0,0,0,0,0,1,0,0
